*****************************************  DIMERS  *****************************************
        ID                   E                  dE      dimer distance
     0:171      -1879.87839123         -0.00012302         17.04256081
     0:172      -1882.00744033         -0.00004310         20.23062104
     0:173      -1992.38617164          0.00111847         20.46785114
     0:174      -2110.26574505          0.00000044         20.24699813
     0:175      -1977.94197804         -0.00040703         25.04268001
     0:176      -1992.39360462          0.00024659         26.89204074
     0:177      -2202.51096120         -0.00000766         24.89082778
     0:178      -1973.08855169          0.00001872         25.42910596
     0:179      -1879.86285796          0.00004042         21.27635121
     0:180      -1804.83137833          0.00002322         22.29167536
     0:181      -2031.57641502          0.00017028         24.76790603
     0:182      -1804.83951706          0.00001742         21.13951102
     0:183      -2280.86310279          0.00012972         17.59192345
     0:184      -1992.40011571          0.00038474         21.97603313
     0:185      -1992.40588606          0.00067300         21.97668174
     0:186      -2035.19695863         -0.00008023         16.52832560
     0:187      -2280.86467561          0.00012171         17.79462535
     0:188      -1977.93063035         -0.00040211         23.65261510
     0:189      -2087.19263486         -0.00163713         19.36315328
     0:190      -1922.37435946         -0.00006279         16.55543900
     0:191      -1879.88652952          0.00006477         21.03283976
     0:192      -2202.50828603         -0.00006057         22.57947855
     0:193      -2110.25975990         -0.00007285         19.87621899
     0:194      -2031.57867455          0.00067050         20.14482305
     0:195      -1804.84131223          0.00001620         24.26463811
     0:196      -1879.88727513         -0.00000160         24.54204479
     0:197      -2110.24345101         -0.00007052         19.32796813
     0:198      -2012.30084784          0.00000721         24.21631701
     0:199      -1882.01158719          0.00000474         19.83092507
     0:200      -1922.40767565         -0.00010903         19.10422339
     0:201      -1992.38628581          0.00075016         23.24591654
     0:202      -1882.02020237         -0.00004737         22.28413014
     0:203      -1992.39855815          0.00055359         25.66795566
     0:204      -1977.93900084         -0.00050319         29.63482260
     0:205      -2202.48903758         -0.00002044         27.72927366
     0:206      -1992.37435055          0.00088908         24.86824908
     0:207      -2087.20922703         -0.00046872         28.72359932
     0:208      -1992.39280893          0.00049880         28.84193411
     0:209      -1922.39718349         -0.00003303         25.29565145
     0:210      -1879.89478545         -0.00000553         23.47188229
     0:211      -1922.38497571         -0.00000494         20.10009996
     0:212      -1922.39646926         -0.00027923         15.35942967
     0:213      -1977.95846488         -0.00189425         16.12739864
     0:214      -1883.22480404         -0.00624939         10.81450534
     0:215      -1922.40363576          0.00013037         13.82023060
     0:216      -1992.40507577         -0.00023228         11.53442840
     0:217      -1883.22054927         -0.01166853          6.29221246
     0:218      -1765.66633606         -0.00782665          8.26963705
     0:219      -2087.23081389         -0.00116234         12.48969078
     0:220      -2087.19986997         -0.00090393         16.72765238
     0:221      -2035.19007113         -0.00171335         13.37390952
     0:222      -1922.40609169         -0.00020333         18.10839615
     0:223      -1883.21663049          0.00014462         18.75707423
     0:224      -1973.12527095         -0.00007319         22.55337219
     0:225      -2087.21876457         -0.00047367         26.95610599
     0:226      -1883.21564760          0.00000949         22.39514641
     0:227      -2012.31222614         -0.00001625         25.68237119
     0:228      -1992.37343804          0.00051161         25.50767647
     0:229      -2029.24987523          0.00004640         25.75182110
     0:230      -1922.38679420         -0.00004020         22.68185219
     0:231      -2012.30063967         -0.00000887         21.42090566
     0:232      -1879.88626256          0.00007531         21.17888733
     0:233      -2087.19533789         -0.00024908         20.61256497
     0:234      -1922.37167243         -0.00012873         16.58083087
     0:235      -1883.18585802         -0.00001900         16.12502232
     0:236      -2110.24448820         -0.00003787         17.12057759
     0:237      -2110.25379233         -0.00042634         12.54592880
     0:238      -1922.38992012         -0.00344875         10.86114115
     0:239      -2280.88384623         -0.00457230         13.78121956
     0:240      -1973.11222085         -0.00062811         13.25103342
     0:241      -1922.38175199         -0.00868498          7.86878480
     0:242      -2029.25432194         -0.00474942          8.56228042
     0:243      -1883.21254245         -0.01116456          3.83335918
     0:244      -2012.28539870         -0.00842052          8.78393074
     0:245      -1882.02390483         -0.01016168          9.70478727
     0:246      -2087.20013441         -0.00080100         11.40450836
     0:247      -1919.08466222         -0.00012962         15.74574824
     0:248      -1922.39348221         -0.00001048         15.47640489
     0:249      -2110.25592412         -0.00002957         20.35764508
     0:250      -1922.39698282         -0.00002340         21.57058438
     0:251      -2202.50310992         -0.00001159         26.49808872
     0:252      -2087.21147016          0.00017876         31.02954078
     0:253      -2029.25356309         -0.00000855         33.55122175
     0:254      -1765.65817066          0.00000360         34.81653696
     0:255      -2031.57562500         -0.00017926         39.28878777
     0:256      -1973.13208167          0.00000295         39.33117633
     0:257      -2031.57848870         -0.00014441         44.58630293
     0:258      -2029.25422799          0.00000292         43.38810469
     0:259      -1973.11651889         -0.00000060         40.18485901
     0:260      -1922.38775676          0.00000534         44.31786008
     0:261      -2012.28772684          0.00000339         47.08480474
     0:262      -1765.64994914          0.00000260         44.52157159
     0:263      -2087.21118386          0.00007985         46.41972004
     0:264      -1922.39509285         -0.00000660         41.11704633
     0:265      -1765.64775312          0.00000402         39.41439317
     0:266      -1765.64923755         -0.00000408         40.73918338
     0:267      -1992.38223225         -0.00018255         40.31741486
     0:268      -1879.87515243         -0.00000327         42.41898525
     0:269      -1765.65970204         -0.00000688         42.29243955
     0:270      -1922.39238099          0.00001023         39.30342592
     0:271      -1879.87783106         -0.00000239         42.64631204
     0:272      -1879.87516016         -0.00000405         44.39083213
     0:273      -2087.21651727          0.00015601         42.48417444
     0:274      -1765.66563926         -0.00000552         39.11278935
     0:275      -1977.96572093          0.00018893         41.57486182
     0:276      -1977.96292979          0.00019323         41.81146626
     0:277      -2035.20846017         -0.00000516         34.30518627
     0:278      -1804.83704038         -0.00000958         35.60457522
     0:279      -1879.88140589         -0.00000911         36.92257196
     0:280      -1804.83975028         -0.00000835         34.88849870
     0:281      -1922.39600401         -0.00000247         30.03116756
     0:282      -1879.87569846         -0.00002410         32.39647941
     0:283      -1977.94105353          0.00033937         33.95306270
     0:284      -2035.19578353         -0.00000486         28.11810367
     0:285      -1883.20176199         -0.00000594         27.13871305
     0:286      -2031.56069482         -0.00050001         29.99446452
     0:287      -2031.57159209         -0.00047553         29.89386400
     0:288      -2012.28626686         -0.00002592         24.70603129
     0:289      -1973.08444263         -0.00005145         25.37753307
     0:290      -1922.38877980         -0.00001115         21.66502732
     0:291      -1977.94703278          0.00118357         19.77728173
     0:292      -1992.40651285         -0.00112033         21.16646125
     0:293      -1922.39996436         -0.00005184         22.03468554
     0:294      -2087.19161239          0.00097352         21.18393557
     0:295      -1883.22494680         -0.00003325         25.34237405
     0:296      -2166.40862815          0.00000721         22.49064977
     0:297      -1919.08452589         -0.00001374         28.91025577
     0:298      -1879.87549078         -0.00000662         30.46653675
     0:299      -2012.29913776         -0.00002243         33.36531125
     0:300      -1922.39087570          0.00000166         35.94315861
     0:301      -1977.95126479          0.00016295         40.66374443
     0:302      -1879.87150423         -0.00001111         37.13162640
     0:303      -1919.07360107         -0.00000195         32.98781958
     0:304      -1922.39294262         -0.00001105         34.81427825
     0:305      -2012.26243860         -0.00001116         38.71771963
     0:306      -1919.06617518          0.00000183         34.17129999
     0:307      -1804.83305864          0.00000183         32.34744039
     0:308      -2031.57632309         -0.00032946         36.01461378
     0:309      -1804.84097544         -0.00000032         35.62600083
     0:310      -1922.38584323          0.00000728         31.47116200
     0:311      -2087.21978394          0.00037746         33.96487554
     0:312      -1922.38184422          0.00001475         28.74109239
     0:313      -1882.01110111          0.00001253         29.23791923
     0:314      -2110.25948863         -0.00002501         31.21659649
     0:315      -2031.57044562         -0.00063592         27.56220958
     0:316      -2012.30751751         -0.00000745         31.55614930
     0:317      -2166.40611071          0.00000750         25.42645970
     0:318      -1977.94699233          0.00014445         32.55589970
     0:319      -1804.84027654          0.00000739         27.85198435
     0:320      -1922.39147164          0.00001902         26.19036900
     0:321      -1973.10845672         -0.00002144         31.86861436
     0:322      -2031.56968090         -0.00016179         32.94730604
     0:323      -1922.39171810         -0.00000469         33.50646319
     0:324      -1992.39739683         -0.00008718         36.69052906
     0:325      -1804.84100000          0.00000424         39.29479943
     0:326      -1765.65287288          0.00000296         41.36994535
     0:327      -1883.21349733         -0.00000662         45.84214359
     0:328      -2202.49983107          0.00000018         44.52185186
     0:329      -2031.55650104         -0.00009660         42.06414782
     0:330      -2031.57444839         -0.00009860         44.97973253
     0:331      -1922.40401366         -0.00000349         46.84628008
     0:332      -1919.08674231         -0.00000125         46.40619061
     0:333      -2110.24662188          0.00000407         42.19069576
     0:334      -2031.58118499         -0.00003316         48.17180029
     0:335      -2031.58153071         -0.00005543         49.64014883
     0:336      -1922.40242662         -0.00000021         46.09214454
     0:337      -2087.21050882          0.00001662         49.37103318
     0:338      -1992.39579731         -0.00002436         52.45914123
     0:339      -1919.06844198          0.00000049         51.97778957
     0:340      -2110.23385208          0.00000594         49.45142743
     0:341      -1882.00091347         -0.00000099         50.77085865
     0:342      -2031.56188800          0.00003184         48.81537299
     0:343      -2031.58107133          0.00002109         45.89994181
     0:344      -2110.25249410          0.00000261         45.13172299
     0:345      -1804.85163352         -0.00000291         45.30904203
     0:346      -1922.39521702          0.00000063         43.56237947
     0:347      -2087.19760832          0.00002894         38.67655531
     0:348      -2031.56045214          0.00000316         41.34834294
     0:349      -2012.28666901         -0.00000506         41.82127032
     0:350      -1992.39261185          0.00010617         37.32902528
     0:351      -1977.94359172          0.00002160         35.26726942
     0:352      -2110.25856076         -0.00001002         30.14583829
     0:353      -2110.26454254         -0.00001213         32.53621449
     0:354      -2110.25057299          0.00000191         38.80662631
     0:355      -2087.18416255         -0.00006197         36.50342799
     0:356      -2110.23501904          0.00001211         39.61233216
     0:357      -1882.00291390          0.00000032         44.27935864
     0:358      -1919.07341646         -0.00000625         43.60313922
     0:359      -1765.65712989          0.00000214         40.06947784
     0:360      -2031.58837244         -0.00008038         35.12869452
     0:361      -1879.88206907         -0.00000280         34.27914231
     0:362      -2110.25322643         -0.00000359         30.77904965
     0:363      -2012.28053811         -0.00000259         30.58181638
     0:364      -1992.40524712          0.00001279         31.13873145
     0:365      -1922.39101906          0.00000250         29.12760762
     0:366      -1883.21435925         -0.00002531         24.95314112
     0:367      -2012.30404862          0.00000600         26.45389540
     0:368      -2087.20593865          0.00012447         28.73600153
     0:369      -1922.39239722         -0.00001447         24.15998012
     0:370      -2031.56904889         -0.00007307         21.37932106
     0:371      -1882.00841382         -0.00001121         22.19431269
     0:372      -1883.21031451         -0.00004654         21.26818979
     0:373      -1922.38604108         -0.00008682         17.63232043
     0:374      -2280.88399251         -0.00011635         16.75662564
     0:375      -2031.58623386         -0.00133081         17.75619182
     0:376      -1922.39608310         -0.00013067         16.44006411
     0:377      -2031.57648800         -0.00220799         11.82465640
     0:378      -2087.22009049          0.00092718         14.40278720
     0:379      -2012.32026783         -0.00022268         16.19745987
     0:380      -2031.57240458         -0.00290975         13.45660122
     0:381      -1973.11817430         -0.00016189         16.64524526
     0:382      -1883.21500161         -0.00000630         18.48906731
     0:383      -1922.39113081         -0.00003684         23.27845100
     0:384      -1883.21708070         -0.00000256         22.83243994
     0:385      -1922.40042713         -0.00000286         27.74803813
     0:386      -2202.50220681          0.00000117         27.54026666
     0:387      -2029.24180644         -0.00000370         31.74322147
     0:388      -2012.27871444         -0.00001217         32.41276757
     0:389      -1804.83169342         -0.00000861         30.49512056
     0:390      -1883.20758909          0.00001303         27.66104394
     0:391      -1922.38364295          0.00000573         25.64035221
     0:392      -2087.20147923          0.00005715         28.97148720
     0:393      -2202.50244850          0.00000555         24.77778058
     0:394      -1922.39590517          0.00003125         21.69522827
     0:395      -1922.38905434         -0.00001628         22.28417407
     0:396      -1804.85560557         -0.00003425         21.55766896
     0:397      -2110.25101982          0.00008413         16.55817184
     0:398      -2035.21659461          0.00006152         15.99514572
     0:399      -1922.40769810         -0.00000235         18.55935735
     0:400      -1992.39582842          0.00051764         17.46550483
     0:401      -1977.96582059         -0.00003873         22.19963162
     0:402      -1879.87821243          0.00000105         24.77131854
     0:403      -1804.82277355         -0.00001848         26.45137804
     0:404      -2031.55806833          0.00013272         30.26023955
     0:405      -2031.56192955          0.00012384         27.73614097
     0:406      -2280.85385295         -0.00001460         25.68054940
     0:407      -1882.02241735         -0.00001724         30.26883269
     0:408      -2110.26031899         -0.00000705         33.22669035
     0:409      -1922.39278860         -0.00000046         27.21583766
     0:410      -1977.94702914          0.00008128         31.82437036
     0:411      -2202.51804614         -0.00000026         28.21381483
     0:412      -1882.00506762          0.00000150         30.99940248
     0:413      -1922.40072900         -0.00001233         34.50390884
     0:414      -2029.25199796          0.00000399         34.92044491
     0:415      -1919.06913330          0.00000021         30.17472833
     0:416      -1883.20498618          0.00001625         26.46810799
     0:417      -1922.39232824          0.00000519         23.95595811
     0:418      -1977.95902530          0.00068385         20.47484590
     0:419      -1922.38492759          0.00002399         17.76013287
     0:420      -1919.06784113         -0.00007104         14.74105801
     0:421      -1882.02058128         -0.00340307         10.23706166
     0:422      -1883.20586686         -0.00086639         12.08748243
     0:423      -1804.84207673         -0.00012819         10.86110533
     0:424      -2110.28380658         -0.00587541          9.79192098
     0:425      -1765.67378507          0.00015816         10.95481591
     0:426      -2202.50300219         -0.00030865         12.75621123
     0:427      -2087.20097481          0.00086427         16.34502426
     0:428      -1883.21919716         -0.00010141         19.79385981
     0:429      -2031.56539466         -0.00077219         21.39614879
     0:430      -1879.86838937         -0.00002994         25.18816537
     0:431      -1922.39616358          0.00000438         26.59729344
     0:432      -2110.25198984         -0.00001243         33.37849594
     0:433      -1922.39797031          0.00000161         31.25744792
     0:434      -1973.10259984         -0.00000115         36.39980235
     0:435      -1883.20654485          0.00000637         37.85881320
     0:436      -2031.59380118         -0.00018995         40.48327605
     0:437      -1879.90076307         -0.00000247         38.87796557
     0:438      -1883.21597111         -0.00000228         41.90351358
     0:439      -2202.51171598         -0.00000342         39.47656417
     0:440      -1919.07284542          0.00000514         37.92146829
     0:441      -2029.24880619         -0.00000147         35.44405333
     0:442      -2087.21603258          0.00003889         39.84523417
     0:443      -2031.57709519         -0.00005359         37.59304406
     0:444      -2087.20754086         -0.00007533         36.04678534
     0:445      -1879.88877262          0.00000800         41.60569415
     0:446      -2219.08460541          0.00007714         43.47405867
